연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장주소,기업형태,담당기관,등록일,연락처
8658,2023.3.30,2023-03-30~2023-06-27,나라솔루션주식회사,건물 청소원(클린마스터),상용직,시급,9620,무관,무관,무관,,    ,대구광역시 수성구 상화로 122-1  (두산동),중소,대구지역본부,2023.3.30,1588-1519
8659,2023.3.30,2023-03-30~2023-04-07,(주)큰희망,사무 보조원,계약직,시급,9260,무관,무관,무관,,    ,서울특별시 영등포구 버드나루로2길 7 (영등포동2가)1층,중소,서울남부지사,2023.3.30,1588-1519
8660,2023.3.30,2023-03-30~2023-06-09,에이원심사손해사정(주),네일 아티스트(손톱 관리사),계약직,월급,1550000,무관,0년개월,무관,,    ,서울특별시 영등포구 선유로49길 23 (양평동4가),개인,서울남부지사,2023.3.30,1588-1519
8661,2023.3.30,2023-03-30~2023-06-29,부산대학교병원,기타 보건·의료 서비스 종사원,시간제,시급,9620,무관,무관,무관,,    ,부산광역시 서구 구덕로 179 (아미동1가),"공사,공공",부산지역본부,2023.3.30,1588-1519
8662,2023.3.30,2023-03-30~2023-06-19,(주)아리오,마케팅·광고·홍보·상품기획 사무원,계약직,월급,1050000,무관,무관,무관,,    ,서울특별시 마포구 만리재로 15 제일빌딩 501호 (공덕동),중소,서울남부지사,2023.3.30,1588-1519
8663,2023.3.30,2023-03-30~2023-04-30,현대그린푸드 현대백화점 동구점,주방 보조원(일반 음식점),계약직,시급,9620,무관,0년개월,무관,,    ,울산광역시 동구 방어진순환도로 899 (서부동),대기업,울산지사,2023.3.30,1588-1519
8664,2023.3.30,2023-03-30~2023-05-12,장박사 토탈 크리닝,세차원 및 운송장비 청소원,상용직,시급,9620,무관,무관,무관,,    ,경상남도 양산시 양주1길 30-1 1층 (중부동),중소,울산지사,2023.3.30,1588-1519
8665,2023.3.30,2023-03-30~2023-05-31,주식회사 에이아이엠디,데이터 분석가(빅데이터 분석가),상용직,시급,9620,무관,0년개월,무관,,    ,경상남도 양산시 물금읍 증산역로 135 (퍼스트조양),개인,울산지사,2023.3.30,1588-1519
8666,2023.3.30,2023-03-30~2023-04-12,엘브이엠에치코스메틱스(유),네일 아티스트(손톱 관리사),계약직,월급,1800000,무관,0년개월,무관,,    ,서울특별시 종로구 종로3길 17 (청진동) 광화문D타워 11층(03155),중소,서울지역본부,2023.4.4,1588-1519
8667,2023.3.30,2023-03-30~2023-04-05,장원중학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 중구 동호로15길 93-34 (신당동),"공사,공공",서울지역본부,2023.3.30,1588-1519
8668,2023.3.30,2023-03-30~2023-05-31,한국보훈복지의료공단 남양주보훈요양원,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,9620,무관,무관,무관,,    ,경기도 남양주시 덕송2로 71 남양주보훈요양원,"공사,공공",경기북부지사,2023.4.6,1588-1519
8669,2023.3.30,2023-03-30~2023-04-08,우리나눔,사무 보조원,계약직,시급,9620,무관,무관,무관,,    ,경기도 파주시 초롱꽃로 17 주식회사우리나눔(창업지원센터) (동패동),중소,경기북부지사,2023.4.6,1588-1519
8670,2023.3.30,2023-03-30~2023-05-31,서울제면,식품 분야 단순 종사원,상용직,시급,9620,무관,0년개월,무관,,    ,충청남도 보령시 청소면 충서로 3647-12 (장곡리),개인,충남지사,2023.3.30,1588-1519
8671,2023.3.29,2023-03-29~2023-03-31,덕성여자대학교,사무 보조원,계약직,시급,9620,무관,무관,무관,,    ,서울특별시 도봉구 쌍문동 419,"협회,단체",서울북부지사,2023.4.5,1588-1519
8672,2023.3.29,2023-03-29~2023-04-07,동해해솔학교,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,9620,무관,무관,무관,,    ,강원도 동해시 부곡5길 14 (부곡동),"공사,공공",강원지사,2023.4.4,1588-1519
8673,2023.3.29,2023-03-29~2023-05-29,주식회사 여행온,세차원 및 운송장비 청소원,상용직,시급,9620,무관,0년개월,무관,,    ,"전라남도 여수시 박람회길 70 상가1동 1층 씨108호, 씨 109호(덕충동, 여수엑스포시티프라디움1단지)",중소,전남지사,2023.3.29,1588-1519
8674,2023.3.29,2023-03-29~2023-03-31,차의과학대학교 부속 구미차병원,보안 관제원,계약직,시급,10200,무관,무관,무관,,    ,경상북도 구미시 신시로10길 12 (형곡동),대기업,경북지사,2023.3.29,1588-1519
8675,2023.3.29,2023-03-29~2023-03-31,현대해상화재보험(주),사무 보조원,계약직,월급,2150000,무관,무관,무관,,    ,서울특별시 종로구 세종대로 163 현대해상빌딩,대기업,경북지사,2023.3.29,1588-1519
8676,2023.3.29,2023-03-29~2023-04-28,주식회사영일에이치오엠,아파트·빌라 경비원,계약직,월급,2450000,무관,무관,무관,,    ,경상북도 포항시 북구 장량로18번길 39-1  (장성동),중소,경북지사,2023.3.29,1588-1519
8677,2023.3.29,2023-03-29~2023-04-11,(학)한국기술교육대학교,공공행정 사무원,상용직,연봉,27000000,무관,무관,무관,,    ,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리), 한국기술교육대학교",대기업,충남지사,2023.3.29,1588-1519
8678,2023.3.29,2023-03-29~2023-06-28,천안시꽃밭,음료 조리사,상용직,시급,9620,무관,무관,무관,,    ,충청남도 천안시 서북구 축구센터로 204 1층 사무실 (성정동),중소,충남지사,2023.3.29,1588-1519
8679,2023.3.29,2023-03-29~2023-06-28,주식회사 케이퓨어,환경 미화원,상용직,월급,2400000,무관,무관,무관,,    ,충청남도 아산시 배방읍 희망로46번길 8 1303호,중소,충남지사,2023.3.29,1588-1519
8680,2023.3.29,2023-03-29~2023-04-04,재단법인 중랑문화재단,환경 미화원,계약직,월급,2000000,무관,0년개월,무관,,    ,"서울특별시 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)","공사,공공",서울북부지사,2023.3.29,1588-1519
8681,2023.3.29,2023-03-29~2023-03-30,주식회사우아한청년들,직업 운동선수,계약직,월급,846560,무관,0년개월,무관,,    ,서울특별시 송파구 석촌호수로 220 5층  (석촌동),중소,서울남부지사,2023.3.29,1588-1519
8682,2023.3.29,2023-03-29~2023-04-30,(주)반도건설,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,서울특별시 강남구 테헤란로7길 12 (역삼동) 허바허바빌딩 11층,대기업,울산지사,2023.3.29,1588-1519
8683,2023.3.29,2023-03-29~2023-06-15,안마원의품격,안마사,상용직,시급,9620,무관,무관,무관,,    ,"울산광역시 중구 동천6길 12 101호 안마원의품격 (서동, 해성빌라트)",중소,울산지사,2023.4.4,1588-1519
8684,2023.3.29,2023-03-29~2023-04-28,엔젤위더스 주식회사,제과·제빵원,상용직,시급,9620,무관,무관,무관,,    ,경상남도 양산시 장터1길 5-11 (중부동) 1층,중소,울산지사,2023.3.29,1588-1519
8685,2023.3.29,2023-03-29~2023-03-29,사회적협동조합 위서브,기타 기계 조작원,계약직,시급,9620,신입,무관,무관,,    ,울산광역시 북구 명촌10길 68 (명촌동),중소,울산지사,2023.3.29,1588-1519
8686,2023.3.29,2023-03-29~2023-05-26,지관서가 유니스트점,음료 조리사,상용직,시급,9620,무관,0년개월,무관,,    ,울산광역시 울주군 언양읍 유니스트길 50 1층(울산과학기술원학술정보관동),중소,울산지사,2023.4.5,1588-1519
8687,2023.3.29,2023-03-29~2023-04-10,한국에스지에스(주),모니터 요원,계약직,월급,1100000,경력,1년개월,무관,,    ,서울특별시 용산구 한강대로 257 청룡빌딩 12층,중소,서울지역본부,2023.3.29,1588-1519
8688,2023.3.29,2023-03-29~2023-04-12,에스케이쉴더스 주식회사,네일 아티스트(손톱 관리사),계약직,월급,1500000,무관,무관,무관,,    ,경기도 성남시 분당구 판교로227번길 23 (삼평동),대기업,서울지역본부,2023.4.4,1588-1519
8689,2023.3.29,2023-03-29~2023-05-31,인제대학교일산백병원,의료 보조원(간호조무사 제외),계약직,시급,9620,무관,무관,무관,,    ,경기도 고양시 일산서구 주화로 170 (대화동),중소,경기북부지사,2023.4.5,1588-1519
8690,2023.3.29,2023-03-29~2023-06-27,(주)농가식품,김치·밑반찬 제조 종사원,상용직,월급,2020000,무관,무관,무관,,    ,경기도 포천시 소흘읍 민락로 636-31 (이동교리),중소,경기북부지사,2023.3.29,1588-1519
8691,2023.3.29,2023-03-29~2023-04-21,주식회사 브라보비버경기,식품 분야 단순 종사원,상용직,시급,9620,무관,0년개월,무관,,    ,경기도 의정부시 호국로 1319 (의정부동) 남평프라자 6층,중소,경기북부지사,2023.3.29,1588-1519
8692,2023.3.29,2023-04-03~2023-04-07,인천여성가족재단,총무 및 일반 사무원,상용직,연봉,26000000,경력,5년0개월,석사,,    ,인천광역시 부평구 길주로 539 (재)인천광역시여성가족재단(부평새일센터) (갈산동),중소,인천지사,2023.3.29,1588-1519
8693,2023.3.29,2023-03-29~2023-04-21,주주전기,사무 보조원,상용직,시급,9620,무관,0년개월,무관,,    ,인천광역시 서구 원당대로480번길 6-20 (왕길동),개인,인천지사,2023.3.29,1588-1519
8694,2023.3.29,2023-03-29~2023-06-28,주식회사 한국파워테크,기타 전자 부품·제품 조립·검사원,계약직,시급,9620,무관,0년개월,무관,,    ,부산광역시 사상구 낙동대로1404번길 47 (삼락동),중소,부산지역본부,2023.3.29,1588-1519
8695,2023.3.29,2023-03-29~2023-04-07,갤러리 생각하는 정원,학예사(큐레이터),상용직,시급,9620,무관,0년개월,무관,,    ,부산광역시 강서구 영강길17번가길 42 (명지동) 3층,개인,부산지역본부,2023.4.3,1588-1519
8696,2023.3.29,2023-03-29~2023-06-28,강북희망협동조합,주방 보조원(일반 음식점),시간제,시급,9620,무관,무관,무관,,    ,대구광역시 북구 동천로23길 8 세신빌딩 2층 삼백찬가 (동천동),중소,대구지역본부,2023.3.29,1588-1519
8697,2023.3.29,2023-03-29~2023-04-03,서울청림유치원,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 관악구 청림5길 22 (봉천동),"공사,공공",서울남부지사,2023.3.29,1588-1519
8698,2023.3.29,2023-03-29~2023-05-19,해든앰앤씨,경리 사무원(일반사업체),계약직,시급,9620,무관,0년개월,무관,,    ,서울특별시 동작구 상도로 369 벤처중소기업센터 203호,중소,서울남부지사,2023.3.29,1588-1519
8699,2023.3.29,2023-03-29~2023-06-28,의료법인은경의료재단,기타 보건·의료 서비스 종사원,상용직,월급,1830000,무관,무관,무관,,    ,"부산광역시 동구 중앙대로 281 , 인창요양병원 (초량동)",중소,부산지역본부,2023.3.29,1588-1519
8700,2023.3.29,2023-03-29~2023-04-14,몬스타주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,0년개월,무관,,    ,부산광역시 사상구 학장로 329 (주례동),중소,부산지역본부,2023.4.3,1588-1519
8701,2023.3.29,2023-03-29~2023-04-15,(주)에스티이노베이션,전산자료 입력원(DB·단순자료),계약직,시급,9620,무관,0년개월,무관,,    ,부산광역시 해운대구 센텀북대로 60 501호(재송동),중소,부산지역본부,2023.3.31,1588-1519
8702,2023.3.29,2023-03-29~2023-04-30,주식회사 로컬루트,식품 분야 단순 종사원,계약직,월급,1300000,경력,2년개월,무관,,    ,서울특별시 관악구 남부순환로 1668 4층 (신림동),중소,서울지역본부,2023.3.31,1588-1519
8703,2023.3.29,2023-03-29~2023-06-16,(주)농심,사진 인화·현상기 조작원,계약직,월급,2010580,무관,무관,고졸,,    ,서울특별시 동작구 여의대방로 112 (신대방동),대기업,서울남부지사,2023.3.29,1588-1519
8704,2023.3.29,2023-03-29~2023-06-28,(주)포미스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,0년개월,무관,,    ,전라남도 장성군 황룡면 황룡로 186-10 황룡면 황룡로,중소,광주지역본부,2023.3.29,1588-1519
8705,2023.3.29,2023-03-29~2023-04-12,한국특허전략개발원,공공행정 사무원,상용직,연봉,29500000,무관,무관,무관,,    ,"대전광역시 중구 대종로 540 (선화동) 유안타증권빌딩 14층, 15층","공사,공공",대전지역본부,2023.4.5,1588-1519
8706,2023.3.29,2023-03-29~2023-04-07,인천공항중학교,건물 청소원(클린마스터),계약직,시급,9620,무관,0년개월,무관,,    ,인천광역시 중구 운서동 2747-8번지,"공사,공공",인천지사,2023.3.29,1588-1519
8707,2023.3.29,2023-03-29~2023-04-21,유한회사 청샘비앤에프,육류 가공기계 조작원,상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 능안자구길 53 (삼천동3가) 두매산골영농조합법인 내,중소,전북지사,2023.3.29,1588-1519
8708,2023.3.29,2023-03-29~2023-04-21,주식회사 서우리테일 전주효자점,주차 관리·안내원,시간제,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 용머리로 46 (효자동1가),중소,전북지사,2023.3.29,1588-1519
8709,2023.3.29,2023-03-29~2023-04-07,서울신천초등학교,환경 미화원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 송파구 올림픽로 215 (잠실동),"공사,공공",서울동부지사,2023.3.29,1588-1519
8710,2023.3.28,2023-03-28~2023-04-08,(주)엔터식스패션쇼핑몰,환경 미화원,상용직,월급,2070000,무관,무관,무관,,    ,"서울특별시 광진구 광나루로56길 85 37층,38층,39층 (구의동, 테크노마트)",중소,서울북부지사,2023.3.31,1588-1519
8711,2023.3.28,2023-03-28~2023-04-14,주식회사 피엠씨에스(PMCS),의료 보조원(간호조무사 제외),상용직,월급,2010580,무관,0년개월,무관,,    ,전라북도 전주시 완산구 서원로 365 (중화산동1가),중소,전북지사,2023.3.28,1588-1519
8712,2023.3.28,2023-03-28~2023-04-30,(주)휴레이포지티브,웹 개발자(웹 엔지니어·웹 프로그래머),상용직,월급,2010580,무관,0년개월,무관,,사무자동화산업기사    ,서울특별시 강남구 강남대로 308 (역삼동) 랜드마크 7층,중소,서울동부지사,2023.3.28,1588-1519
8713,2023.3.28,2023-03-28~2023-04-07,(주)알앤비소프트,사무 보조원,계약직,월급,1200000,무관,무관,무관,,    ,경기도 성남시 분당구 구미로 8 분당엠타워 3층 알앤비소프트 (구미동),중소,경기동부지사,2023.3.28,1588-1519
8714,2023.3.28,2023-03-28~2023-04-07,이케아코리아 유한회사,"매장서빙원 및 매장 정리원(카페, 패스트푸드점 등)",상용직,시급,9700,무관,무관,무관,,    ,경기도 광명시 일직로 17 이케아 코리아 (일직동),중소,경기동부지사,2023.3.28,1588-1519
8715,2023.3.28,2023-03-28~2023-04-07,이케아코리아 유한회사,물류 사무원(물류 관리사),상용직,시급,9700,무관,무관,무관,,    ,경기도 광명시 일직로 17 이케아 코리아 (일직동),중소,경기동부지사,2023.3.28,1588-1519
8716,2023.3.28,2023-03-28~2023-04-28,메가스터디교육(주),환경 미화원,계약직,월급,1140000,무관,무관,무관,,    ,"서울특별시 서초구 효령로 321 (서초동, 덕원빌딩) (서초동)",대기업,경기동부지사,2023.3.28,1588-1519
8717,2023.3.28,2023-03-28~2023-04-30,삼보엠피(주),승용차 운전원(자가용 운전원),계약직,월급,2170000,무관,무관,고졸,,    ,"서울특별시 서초구 효령로31길 86  (방배동, 영빈빌딩 2층)",중소,서울동부지사,2023.3.28,1588-1519
8718,2023.3.28,2023-03-28~2023-05-26,한울사랑 유한회사,사무 보조원,상용직,월급,2300000,무관,0년개월,무관,,    ,"전라남도 여수시 덕충2길 32 1층 1-1호 (덕충동, GS칼텍스벨류센터)",대기업,전남지사,2023.3.28,1588-1519
